segment,is_non_e_and_p,category,confidence,rationale
Treating,True,Oilfield Services,1.0,"Treating is an oilfield service activity related to well fluids, not E&P."
LIG,False,Unknown,0.4,Acronym with no clear indication of segment type.
NTX,False,Unknown,0.4,Acronym or code with no clear indication of segment type.
PNGL,True,Midstream,0.8,"PNGL likely refers to pipeline or NGL logistics, a midstream activity."
ORV,False,Unknown,0.4,Acronym with no clear indication of segment type.
Oil/Gas,False,Unknown,0.6,Generic term that could include E&P; no clear non-E&P indication.
Compression,True,Midstream,1.0,Compression is a midstream activity related to gas pipelines.
G&P,True,Midstream,1.0,Gathering and Processing (G&P) is a midstream activity.
Exploitation & Production,False,Unknown,1.0,Exploitation and production are core upstream E&P activities.
Shale Exploration & Production,False,Unknown,1.0,Exploration and production clearly indicate upstream E&P.
Pressure Pumping Services,True,Oilfield Services,1.0,"Pressure pumping is an oilfield service, not E&P."
Gathering & Processing,True,Midstream,1.0,Gathering and processing are midstream activities.
NGL Services,True,Midstream,0.9,NGL services relate to midstream processing and logistics.
Gathering & Processing-West,True,Midstream,1.0,Gathering and processing are midstream activities.
Gathering & Processing-Gulf,True,Midstream,1.0,Gathering and processing are midstream activities.
Gas Pipeline,True,Midstream,1.0,Gas pipeline is a midstream transportation activity.
Midstream Gas & Liquids,True,Midstream,1.0,"Explicitly midstream gas and liquids activities, non-E&P."
Northeast G&P,True,Midstream,1.0,"Gathering and processing in a region, midstream activity."
Atlantic-Gulf,False,Unknown,0.5,"Geographic label only, ambiguous for E&P or other."
West,False,Unknown,0.5,"Geographic label only, ambiguous for E&P or other."
NGL & Petchem Services,True,Chemicals,1.0,NGL and petrochemical services are downstream/chemicals activities.
Eliminations & Corporate,True,Corporate/Other,1.0,Corporate and eliminations are non-operating segments.
Access Midstream,True,Midstream,1.0,Midstream company name indicating non-E&P activities.
Central,False,Unknown,0.5,"Geographic or generic label, ambiguous for E&P or other."
Gas & Oil Properties,False,Unknown,0.7,Properties could indicate upstream assets; no clear non-E&P indication.
Exploration and Production - Oil and Gas,False,Unknown,1.0,Explicitly upstream E&P segment.
Central Appalachia & Tennessee,False,Unknown,0.5,"Geographic label only, ambiguous for E&P or other."
Nortern Appalachia,False,Unknown,0.5,"Geographic label only, ambiguous for E&P or other."
Northern Appalachia,False,Unknown,0.5,"Geographic label only, ambiguous for E&P or other."
Natural Gas Services,True,Midstream,0.8,Services related to natural gas typically indicate midstream or processing activities.
NGL Logistics,True,Midstream,1.0,Logistics of NGLs is a midstream activity.
Wholesale Propane Logistics,True,Midstream,1.0,Wholesale propane logistics is a midstream/downstream activity.
Logistics and Marketing,True,Trading/Marketing,1.0,Marketing and logistics are non-E&P activities.
Service Company,True,Oilfield Services,1.0,"Service company indicates oilfield services, not E&P."
Oil and Gas - Expl & Prod,False,Unknown,1.0,"Explicitly exploration and production, upstream E&P."
Contract Compression,True,Midstream,1.0,Contract compression is a midstream service activity.
Contract Treating,True,Oilfield Services,1.0,Contract treating is an oilfield service activity.
Joint Ventures,False,Unknown,0.5,Generic term with no clear indication of segment type.
Contract Services,True,Oilfield Services,0.8,"Contract services likely refer to oilfield services, non-E&P."
Natural Resources,False,Unknown,0.5,Could include E&P or other resources; ambiguous.
Pipeline Transportation,True,Midstream,1.0,Pipeline transportation is a midstream activity.
Mid-Continent,False,Unknown,0.5,"Geographic label only, ambiguous for E&P or other."
Gas and Oil Production,False,Unknown,1.0,Production is an upstream E&P activity.
Well Construction & Completion,False,Unknown,1.0,Well construction and completion are upstream E&P activities.
Other Partnership Management,False,Unknown,0.5,Generic term with no clear indication of segment type.
Atlas Pipeline,True,Midstream,1.0,Pipeline is a midstream activity.
Atlas Resource,False,Unknown,0.5,Resource is ambiguous; could be E&P or other.
Atlas Growth,False,Unknown,0.5,Generic name with no clear indication of segment type.
Atlas Growth Partners,False,Unknown,0.5,Generic name with no clear indication of segment type.
Atlas Resource Partners,False,Unknown,0.5,Resource partners is ambiguous; no clear non-E&P indication.
Natural Resource Mining,True,Mining/Other,1.0,Mining other than oil & gas is a non-E&P activity.
Midstream Operations,True,Midstream,1.0,"Explicitly midstream operations, non-E&P."
Onshore Oil and Gas Reserves,False,Unknown,1.0,Reserves indicate upstream E&P assets.
Crude Oil and Gas,False,Unknown,0.6,Generic term that could include E&P; no clear non-E&P indication.
Gas & Oil Production,False,Unknown,1.0,Production is an upstream E&P activity.
Well Const. & Completion,False,Unknown,1.0,Well construction and completion are upstream E&P activities.
Other Partnership Mgmt.,False,Unknown,0.5,Generic term with no clear indication of segment type.
Gas Sales,True,Trading/Marketing,0.9,"Gas sales is a marketing/trading activity, non-E&P."
Gas Trading,True,Trading/Marketing,1.0,Gas trading is a non-E&P activity.
Sale of Electricity,True,Utilities/Power,1.0,"Sale of electricity is a utilities/power activity, non-E&P."
Well services,True,Oilfield Services,1.0,"Well services are oilfield service activities, not E&P."
Petroleum and natural gas,False,Unknown,0.6,Generic term that could include E&P; no clear non-E&P indication.
Texas Panhandle Midstream,True,Midstream,1.0,"Midstream geographic segment, non-E&P."
South Texas Midstream,True,Midstream,1.0,"Midstream geographic segment, non-E&P."
East Texas/Louisiana Midstream,True,Midstream,1.0,"The segment name explicitly includes 'Midstream', indicating pipeline, gathering, or processing activities, which are non-E&P."
Gulf of Mexico Midstream,True,Midstream,1.0,Contains 'Midstream' which clearly denotes non-E&P midstream activities.
Midstream - Texas Panhandle,True,Midstream,1.0,"Explicitly labeled 'Midstream', indicating non-E&P operations."
Midstream-East Texas & Other,True,Midstream,1.0,Contains 'Midstream' indicating non-E&P activities.
Midstream - Mktg. & Trading,True,Trading/Marketing,1.0,"Includes 'Midstream' and 'Mktg. & Trading', both non-E&P activities."
Condensate and Skim Oil,False,Unknown,0.7,The name refers to hydrocarbon products but does not clearly indicate non-E&P activities; could be production or processing.
Transportation and Gathering,True,Midstream,1.0,"Transportation and gathering are midstream activities, clearly non-E&P."
Coal Royalties & Services,True,Mining/Other,1.0,Coal is a mining activity unrelated to oil & gas E&P.
Coal and Natural Resource Managment,True,Mining/Other,1.0,"Coal and natural resource management indicates mining and resource management, non-E&P."
Natural Gas Midtream,True,Midstream,1.0,"Despite typo 'Midtream', clearly intended as 'Midstream', a non-E&P activity."
Coal & Natural Resource Mgt.,True,Mining/Other,1.0,Coal and natural resource management is non-E&P mining activity.
Eastern Midstream,True,Midstream,1.0,Contains 'Midstream' indicating non-E&P operations.
Midcontinent Midstream,True,Midstream,1.0,"Explicitly 'Midstream' segment, non-E&P."
Drilling & Oil Field Services,True,Oilfield Services,1.0,"Drilling and oil field services are supplier-side, non-E&P activities."
Midstream Gas Services,True,Midstream,1.0,"Includes 'Midstream' and 'Services', indicating non-E&P midstream support."
Oil and Gas - Exploration & Production,False,Unknown,1.0,"Explicitly states 'Exploration & Production', which is upstream E&P."
Field Services,False,Unknown,0.8,Vague term that could include E&P support or operations; defaults to false.
Home Security,True,Mining/Other,1.0,Home security is unrelated to oil & gas E&P or midstream/downstream activities.
Upstream-USA,False,Unknown,1.0,'Upstream' clearly indicates E&P activities.
Midstream-USA,True,Midstream,1.0,Contains 'Midstream' indicating non-E&P activities.
Oil and Gas - Exploration and Production,False,Unknown,1.0,Explicitly E&P segment.
Exploration and Production-Oil and Gas,False,Unknown,1.0,Explicit E&P segment.
Natural Gas and Oil,False,Unknown,0.7,Vague hydrocarbon reference without non-E&P cues; defaults to false.
Operations,False,Unknown,0.8,Too vague to classify; defaults to false.
Natural Resource Exploration,False,Unknown,0.9,Contains 'Exploration' which is an E&P cue; no non-E&P terms present.
"Crude Oil,NGLs & Natural Gas",False,Unknown,0.7,"Product names only, no clear non-E&P activity indicated."
Natural Gas Gathering,True,Midstream,1.0,"'Gathering' is a midstream activity, clearly non-E&P."
Oil and Gas Business,False,Unknown,0.7,Vague term that could include E&P; defaults to false.
Oil & Gas Products,False,Unknown,0.7,"Could be downstream or E&P products; ambiguous, defaults to false."
WELL SERVICING & RIG LEASING,True,Oilfield Services,1.0,"Well servicing and rig leasing are oilfield services, non-E&P."
PIPELINE FACILITIES,True,Midstream,1.0,"Pipeline facilities are midstream infrastructure, non-E&P."
Oil and Natural Gas Properties and Related,False,Unknown,0.8,Properties and related activities suggest E&P assets; no non-E&P terms.
Recreational Operations,True,Mining/Other,1.0,Recreational operations are unrelated to E&P.
Oil and Gas - Expl. & Prod,False,Unknown,1.0,Explicit E&P segment.
Oil & Natural gas properties,False,Unknown,0.8,Properties related to oil and gas likely E&P assets.
Oil & Gas Exploration & Dev.,False,Unknown,1.0,Exploration and development are E&P activities.
Food Catering Vans,True,Mining/Other,1.0,Food catering is unrelated to oil & gas E&P or midstream/downstream.
Explor. & Prod. Of Oil & Gas,False,Unknown,1.0,Explicit E&P segment.
Oil & Gas - Expl. & Prod.,False,Unknown,1.0,Explicit E&P segment.
"Oil, Gas & mineral Exploration",False,Unknown,0.85,Contains 'Exploration' which is an E&P cue; presence of 'mineral' adds ambiguity but defaults to false.
Live Multimedia Conventions,True,Mining/Other,1.0,Multimedia conventions unrelated to E&P.
Conventions,True,Mining/Other,1.0,Generic conventions unrelated to E&P.
ConBox,True,Mining/Other,0.7,Vague but no E&P cues; likely non-E&P.
Cryptocurrency Mining,True,Mining/Other,1.0,Cryptocurrency mining unrelated to oil & gas E&P.
Cryptocurrency Mining&eCommerce,True,Mining/Other,1.0,Non-E&P activity unrelated to oil & gas.
"Crude oil, Natural gas and NGLs",False,Unknown,0.7,"Product names only, no clear non-E&P activity indicated."
Wine Distribution,True,Mining/Other,1.0,Wine distribution unrelated to oil & gas E&P.
Oil and Natural Gas Properties,False,Unknown,0.8,Properties likely related to E&P assets.
Electronic Test & Measurement Instruments,True,Mining/Other,1.0,"Test and measurement instruments are supplier or unrelated activities, non-E&P."
Oil Sands Ore,False,Unknown,0.9,Oil sands ore is an upstream resource; no non-E&P terms present.
Exploration for Coalbed Methane,False,Unknown,1.0,Exploration is an E&P activity even if for coalbed methane.
Explor. for Coalbed Methane,False,Unknown,1.0,Same as above; exploration is E&P.
Solar Panel Power Generation,True,Renewables,1.0,"Solar power generation is a renewable energy activity, non-E&P."
Oil & Gas-Exploration & Production,False,Unknown,1.0,Explicit E&P segment.
Oil and Natural Gas - Exploration and Production,False,Unknown,1.0,Explicit E&P segment.
O&G Exploration,False,Unknown,1.0,Exploration is an E&P activity.
Renewables,True,Renewables,1.0,Renewables clearly non-E&P activity.
Tanzania Gas,False,Unknown,0.7,Vague geographic and commodity name without non-E&P cues; defaults to false.
Tanzania Power,True,Utilities/Power,1.0,"Power indicates electricity generation or distribution, non-E&P."
Mozambique Gas,False,Unknown,0.7,Vague commodity and geography without non-E&P cues; defaults to false.
Shared Services,True,Corporate/Other,1.0,"Shared services are corporate support functions, non-E&P."
Tanzania Oil and Gas,False,Unknown,0.7,Vague geographic and commodity name without non-E&P cues; defaults to false.
Mozambique Oil and Gas,False,Unknown,0.7,Vague geographic and commodity name without non-E&P cues; defaults to false.
Tanzania Gas Operations,False,Unknown,0.7,Operations is vague and gas could be E&P; defaults to false.
Tanzania Power Operations,True,Utilities/Power,1.0,"Power operations indicate electricity generation or distribution, non-E&P."
